Student_Ref,Gender,Math,Phys,Eng,ICT,EmSAT_Eng,Target_Uni,Pathway,STEM_Strength,Academic_Readiness
ID_9533,M,79.1,56.8,71.9,74.9,1924.0,AUS,Year 13,67.94999999999999,69.925
ID_8912,F,79.0,109.1,75.8,32.0,1709.0,UOWD,Year 13,94.05,84.925
ID_4578,F,61.9,49.0,70.3,69.5,1833.0,UOWD,Year 13,55.45,62.875
ID_5537,F,91.3,77.5,81.4,68.6,1155.0,AUS,Foundation,84.4,82.9
ID_7441,F,62.4,69.8,61.8,81.0,1942.0,UOWD,Foundation,66.1,63.949999999999996
ID_7312,F,53.3,75.9,79.5,89.1,1280.0,Zayed Uni,Year 13,64.6,72.05
ID_1717,F,63.5,108.7,61.1,67.3,621.0,Heriot-Watt,Foundation,86.1,73.6
ID_8196,F,70.8,86.1,82.9,89.0,1153.0,UOWD,Year 13,78.44999999999999,80.675
ID_1786,F,94.2,45.7,58.6,74.8,1362.0,UOWD,Year 13,69.95,64.275
ID_7289,F,69.4,132.5,81.8,73.1,1136.0,BUiD,Foundation,100.95,91.375
ID_6176,F,41.8,44.5,101.0,88.4,1485.0,UOWD,Year 13,43.15,72.075
ID_3516,F,75.9,54.6,92.2,75.7,1378.0,KU,Foundation,65.25,78.725
ID_2346,F,36.8,61.1,85.4,87.0,1443.0,UOWD,Year 13,48.95,67.17500000000001
ID_9874,F,78.8,54.4,71.1,64.5,1495.0,Middlesex Dubai,Foundation,66.6,68.85
ID_6878,F,106.9,80.6,85.3,70.4,1020.0,UOWD,Foundation,93.75,89.525
ID_3258,F,36.9,44.9,84.4,79.8,1144.0,AUS,Foundation,40.9,62.650000000000006
ID_5756,F,60.5,26.9,98.8,76.6,1817.0,UOWD,Year 13,43.7,71.25
ID_2967,M,74.6,104.5,78.8,75.8,1658.0,AUS,Year 13,89.55,84.175
ID_6108,M,91.8,55.4,76.3,70.9,940.0,Murdoch,Foundation,73.6,74.94999999999999
ID_6137,F,58.2,46.9,102.0,80.9,1187.0,BUiD,Year 13,52.55,77.275
ID_3783,F,83.0,80.4,80.5,76.7,1297.0,RIT Dubai,Year 13,81.7,81.1
ID_3331,F,81.1,24.8,61.8,99.7,1810.0,BUiD,Foundation,52.949999999999996,57.375
ID_2090,F,71.0,98.3,70.7,87.7,1597.0,BUiD,Year 13,84.65,77.67500000000001
ID_4012,F,76.9,68.0,82.1,90.4,1497.0,AUS,Year 13,72.45,77.275
ID_6713,F,55.4,37.9,71.6,92.6,1396.0,BUiD,Foundation,46.65,59.125
ID_6653,F,73.9,25.2,78.3,73.5,1479.0,Middlesex Dubai,Foundation,49.550000000000004,63.925
ID_4850,M,78.8,90.7,81.1,73.0,1509.0,Murdoch,Foundation,84.75,82.925
ID_9436,M,97.5,63.9,66.1,71.2,1252.0,ADU,Foundation,80.7,73.4
ID_6136,F,79.8,70.1,80.9,64.1,1493.0,UOWD,Year 13,74.94999999999999,77.925
ID_2800,M,78.4,97.5,77.4,73.4,1171.0,Heriot-Watt,Foundation,87.95,82.67500000000001
ID_6796,M,73.7,16.2,70.4,65.2,1607.0,KU,Foundation,44.95,57.675000000000004
ID_1522,F,47.4,67.0,78.1,79.1,1711.0,UOWD,Foundation,57.2,67.65
ID_6728,M,71.9,35.8,66.7,86.6,1046.0,KU,Foundation,53.85,60.275000000000006
ID_4088,M,49.4,96.5,71.5,68.0,1624.0,BUiD,Foundation,72.95,72.225
ID_9877,F,83.9,68.4,79.4,80.2,1482.0,AUS,Foundation,76.15,77.775
ID_4568,M,74.7,77.5,73.3,94.2,809.0,UOWD,Foundation,76.1,74.69999999999999
ID_5159,M,100.8,30.9,96.2,62.1,1604.0,Middlesex Dubai,Foundation,65.85,81.025
ID_1132,F,54.7,63.7,75.9,71.4,1272.0,UOWD,Foundation,59.2,67.55000000000001
ID_9363,F,74.3,83.9,73.0,56.2,1291.0,KU,Foundation,79.1,76.05
ID_1314,F,94.9,49.7,74.2,70.4,1585.0,UOWD,Foundation,72.30000000000001,73.25
ID_5530,M,65.7,68.0,77.1,75.9,1840.0,Amity,Foundation,66.85,71.975
ID_2370,F,67.4,60.3,61.9,80.3,1187.0,Middlesex Dubai,Foundation,63.85,62.875
ID_9690,F,80.0,109.2,76.4,66.0,1467.0,RIT Dubai,Year 13,94.6,85.5
ID_1964,F,68.0,47.3,68.8,64.8,1583.0,Uni of Dubai,Foundation,57.65,63.224999999999994
ID_7025,F,85.1,65.5,58.8,61.9,1076.0,ADU,Foundation,75.3,67.05
ID_6833,M,67.3,84.8,71.2,85.2,1750.0,UOWD,Foundation,76.05,73.625
ID_6171,M,51.9,53.7,59.6,77.1,1283.0,AUS,Foundation,52.8,56.2
ID_8210,M,63.6,68.1,59.5,104.6,1063.0,AUS,Foundation,65.85,62.675
ID_1344,F,65.2,64.4,86.4,103.1,1157.0,KU,Year 13,64.80000000000001,75.60000000000001
ID_5837,F,76.4,76.4,67.8,93.2,1157.0,UOWD,Year 13,76.4,72.1
ID_1525,F,68.3,53.9,81.8,70.4,1699.0,Murdoch,Year 13,61.099999999999994,71.44999999999999
ID_8945,F,96.8,115.1,70.5,100.7,1334.0,Birmingham Uni,Foundation,105.94999999999999,88.225
ID_6723,M,49.4,58.9,82.8,85.9,1613.0,KU,Year 13,54.15,68.475
ID_4663,F,70.1,56.4,77.3,66.9,1722.0,Manipal,Foundation,63.25,70.275
ID_3072,F,60.5,87.6,73.4,75.9,1150.0,AUD,Year 13,74.05,73.725
ID_2318,F,44.0,58.5,77.1,90.1,1289.0,BUiD,Year 13,51.25,64.175
ID_5232,M,56.8,36.1,92.1,91.7,1281.0,AUD,Foundation,46.45,69.275
ID_5644,M,74.8,77.8,92.0,82.0,1562.0,Manipal,Year 13,76.3,84.15
ID_2634,F,65.2,37.8,78.9,69.2,1285.0,Heriot-Watt,Foundation,51.5,65.2
ID_6608,M,70.1,66.6,86.8,72.8,1322.0,Heriot-Watt,Foundation,68.35,77.57499999999999
ID_4080,M,50.1,50.2,75.8,83.6,1476.0,AUD,Year 13,50.150000000000006,62.975
ID_5241,M,81.8,63.1,86.6,73.2,1577.0,Murdoch,Year 13,72.45,79.525
ID_8636,F,83.9,69.2,75.0,69.9,1761.0,Middlesex Dubai,Foundation,76.55000000000001,75.775
ID_6208,M,48.5,73.9,57.8,69.4,1503.0,CUD,Foundation,61.2,59.5
ID_1227,M,76.2,89.3,67.5,74.3,1183.0,Manipal,Year 13,82.75,75.125
ID_4980,F,70.2,19.9,79.3,80.1,1245.0,AUS,Year 13,45.05,62.175
ID_3445,M,45.7,77.6,70.3,55.9,1168.0,AUS,Foundation,61.65,65.975
ID_2672,M,71.5,51.0,72.9,95.5,991.0,KU,Foundation,61.25,67.075
ID_6213,M,99.0,67.7,83.5,71.1,1718.0,Heriot-Watt,Year 13,83.35,83.425
ID_4725,M,46.3,57.3,67.4,109.0,1505.0,AUS,Foundation,51.8,59.6
ID_1968,F,79.2,87.8,67.6,48.1,1687.0,ADU,Year 13,83.5,75.55
ID_5499,M,65.7,69.4,73.3,77.9,1155.0,Zayed Uni,Foundation,67.55000000000001,70.42500000000001
ID_1281,M,47.5,79.5,58.1,89.0,1537.0,UOWD,Foundation,63.5,60.8
ID_7251,F,63.0,85.4,77.1,73.9,1640.0,AUS,Year 13,74.2,75.65
ID_1575,F,79.7,51.3,75.5,75.7,1082.0,Birmingham Uni,Foundation,65.5,70.5
ID_4794,F,86.3,90.5,63.6,84.1,1246.0,Birmingham Uni,Foundation,88.4,76.0
ID_5102,F,94.3,49.6,70.6,88.1,953.0,UOWD,Foundation,71.95,71.275
ID_5807,F,113.4,69.9,63.7,64.9,1540.0,AUD,Year 13,91.65,77.67500000000001
ID_5410,M,78.4,62.2,87.0,88.1,1577.0,CUD,Foundation,70.30000000000001,78.65
ID_3769,F,68.7,111.1,61.0,87.6,1816.0,UOWD,Year 13,89.9,75.45
ID_9264,F,65.1,82.2,86.5,93.3,1664.0,CUD,Year 13,73.65,80.075
ID_3557,F,75.2,58.2,84.0,80.5,1511.0,Murdoch,Year 13,66.7,75.35
ID_7616,F,76.4,32.9,77.6,65.4,1318.0,Murdoch,Year 13,54.650000000000006,66.125
ID_9120,F,68.0,82.4,78.3,64.5,1745.0,AUS,Foundation,75.2,76.75
ID_7050,M,100.6,67.9,80.5,73.7,1456.0,Middlesex Dubai,Foundation,84.25,82.375
ID_7828,M,78.3,75.6,73.8,77.6,1626.0,KU,Year 13,76.94999999999999,75.375
